,ValueType,value,Iteration,Variable,Model,Dataset,DataType
28,accuracy,5.952161347844799,8,50%,LabelPropagation_knn,ohsumed,text
29,accuracy,7.523775129408933,9,50%,LabelPropagation_knn,ohsumed,text
0,accuracy,4.316173671012382,0,10%,LabelPropagation_rbf,ohsumed,text
1,accuracy,11.02915349490692,1,10%,LabelPropagation_rbf,ohsumed,text
2,accuracy,4.151404151404152,2,10%,LabelPropagation_rbf,ohsumed,text
3,accuracy,2.9467405241056874,3,10%,LabelPropagation_rbf,ohsumed,text
4,accuracy,8.985917099721101,4,10%,LabelPropagation_rbf,ohsumed,text
5,accuracy,12.160310244601432,5,10%,LabelPropagation_rbf,ohsumed,text
6,accuracy,14.34317316670258,6,10%,LabelPropagation_rbf,ohsumed,text
7,accuracy,19.91955003762953,7,10%,LabelPropagation_rbf,ohsumed,text
8,accuracy,24.47673118127664,8,10%,LabelPropagation_rbf,ohsumed,text
9,accuracy,6.513017693141919,9,10%,LabelPropagation_rbf,ohsumed,text
20,accuracy,2.9137529137529135,0,50%,LabelPropagation_rbf,ohsumed,text
21,accuracy,5.462653288740246,1,50%,LabelPropagation_rbf,ohsumed,text
22,accuracy,5.333079742605412,2,50%,LabelPropagation_rbf,ohsumed,text
23,accuracy,4.9909538960633855,3,50%,LabelPropagation_rbf,ohsumed,text
24,accuracy,4.227833235466823,4,50%,LabelPropagation_rbf,ohsumed,text
25,accuracy,4.102564102564103,5,50%,LabelPropagation_rbf,ohsumed,text
26,accuracy,6.505564778946074,6,50%,LabelPropagation_rbf,ohsumed,text
27,accuracy,2.5575781300972142,7,50%,LabelPropagation_rbf,ohsumed,text
28,accuracy,4.537456008044243,8,50%,LabelPropagation_rbf,ohsumed,text
29,accuracy,5.952161347844799,9,50%,LabelPropagation_rbf,ohsumed,text
0,accuracy,4.9909538960633855,0,10%,LabelSpreading_knn,ohsumed,text
1,accuracy,7.037832021608789,1,10%,LabelSpreading_knn,ohsumed,text
2,accuracy,3.714414240730029,2,10%,LabelSpreading_knn,ohsumed,text
3,accuracy,6.659353718177247,3,10%,LabelSpreading_knn,ohsumed,text
4,accuracy,3.2902769744875013,4,10%,LabelSpreading_knn,ohsumed,text
5,accuracy,4.102564102564103,5,10%,LabelSpreading_knn,ohsumed,text
6,accuracy,6.600536527543826,6,10%,LabelSpreading_knn,ohsumed,text
7,accuracy,4.537456008044243,7,10%,LabelSpreading_knn,ohsumed,text
8,accuracy,10.872882403246775,8,10%,LabelSpreading_knn,ohsumed,text
9,accuracy,7.855706385118149,9,10%,LabelSpreading_knn,ohsumed,text
20,accuracy,4.9909538960633855,0,50%,LabelSpreading_knn,ohsumed,text
21,accuracy,5.462653288740246,1,50%,LabelSpreading_knn,ohsumed,text
22,accuracy,3.686694731470851,2,50%,LabelSpreading_knn,ohsumed,text
23,accuracy,4.9909538960633855,3,50%,LabelSpreading_knn,ohsumed,text
24,accuracy,3.2902769744875013,4,50%,LabelSpreading_knn,ohsumed,text
25,accuracy,4.102564102564103,5,50%,LabelSpreading_knn,ohsumed,text
26,accuracy,6.459096459096457,6,50%,LabelSpreading_knn,ohsumed,text
27,accuracy,4.537456008044243,7,50%,LabelSpreading_knn,ohsumed,text
28,accuracy,5.952161347844799,8,50%,LabelSpreading_knn,ohsumed,text
29,accuracy,7.523775129408933,9,50%,LabelSpreading_knn,ohsumed,text
0,accuracy,2.564102564102564,0,10%,LabelSpreading_rbf,ohsumed,text
1,accuracy,4.615384615384615,1,10%,LabelSpreading_rbf,ohsumed,text
2,accuracy,12.208249738321912,2,10%,LabelSpreading_rbf,ohsumed,text
3,accuracy,1.6286425735244632,3,10%,LabelSpreading_rbf,ohsumed,text
4,accuracy,5.621041485037758,4,10%,LabelSpreading_rbf,ohsumed,text
5,accuracy,13.772993041285725,5,10%,LabelSpreading_rbf,ohsumed,text
6,accuracy,6.769230769230768,6,10%,LabelSpreading_rbf,ohsumed,text
7,accuracy,14.337507453786525,7,10%,LabelSpreading_rbf,ohsumed,text
8,accuracy,17.90164746686486,8,10%,LabelSpreading_rbf,ohsumed,text
9,accuracy,12.757529047121807,9,10%,LabelSpreading_rbf,ohsumed,text
20,accuracy,2.9137529137529135,0,50%,LabelSpreading_rbf,ohsumed,text
21,accuracy,5.462653288740246,1,50%,LabelSpreading_rbf,ohsumed,text
22,accuracy,3.686694731470851,2,50%,LabelSpreading_rbf,ohsumed,text
23,accuracy,4.9909538960633855,3,50%,LabelSpreading_rbf,ohsumed,text
24,accuracy,6.499300157836744,4,50%,LabelSpreading_rbf,ohsumed,text
25,accuracy,4.102564102564103,5,50%,LabelSpreading_rbf,ohsumed,text
26,accuracy,8.402826487932872,6,50%,LabelSpreading_rbf,ohsumed,text
27,accuracy,2.5575781300972142,7,50%,LabelSpreading_rbf,ohsumed,text
28,accuracy,4.537456008044243,8,50%,LabelSpreading_rbf,ohsumed,text
29,accuracy,5.952161347844799,9,50%,LabelSpreading_rbf,ohsumed,text
0,accuracy,34.40748440748441,0,10%,LabelPropagation_knn,corpus,text
1,accuracy,29.06666666666667,1,10%,LabelPropagation_knn,corpus,text
2,accuracy,62.189010989010974,2,10%,LabelPropagation_knn,corpus,text
3,accuracy,48.16054744045269,3,10%,LabelPropagation_knn,corpus,text
4,accuracy,45.744802867383505,4,10%,LabelPropagation_knn,corpus,text
5,accuracy,33.33333333333333,5,10%,LabelPropagation_knn,corpus,text
6,accuracy,32.34608150470219,6,10%,LabelPropagation_knn,corpus,text
7,accuracy,31.13513513513514,7,10%,LabelPropagation_knn,corpus,text
8,accuracy,35.03118503118502,8,10%,LabelPropagation_knn,corpus,text
9,accuracy,38.22869022869022,9,10%,LabelPropagation_knn,corpus,text
20,accuracy,32.228187919463075,0,50%,LabelPropagation_knn,corpus,text
21,accuracy,24.84507042253521,1,50%,LabelPropagation_knn,corpus,text
22,accuracy,31.13513513513514,2,50%,LabelPropagation_knn,corpus,text
23,accuracy,37.870129870129865,3,50%,LabelPropagation_knn,corpus,text
24,accuracy,41.388535031847134,4,50%,LabelPropagation_knn,corpus,text
25,accuracy,33.33333333333333,5,50%,LabelPropagation_knn,corpus,text
26,accuracy,31.13513513513514,6,50%,LabelPropagation_knn,corpus,text
27,accuracy,31.13513513513514,7,50%,LabelPropagation_knn,corpus,text
28,accuracy,33.33333333333333,8,50%,LabelPropagation_knn,corpus,text
29,accuracy,34.450331125827816,9,50%,LabelPropagation_knn,corpus,text
0,accuracy,75.88405797101449,0,10%,LabelPropagation_rbf,corpus,text
1,accuracy,33.04908835904629,1,10%,LabelPropagation_rbf,corpus,text
2,accuracy,69.9639855942377,2,10%,LabelPropagation_rbf,corpus,text
3,accuracy,70.64572137246796,3,10%,LabelPropagation_rbf,corpus,text
4,accuracy,43.142469470827685,4,10%,LabelPropagation_rbf,corpus,text
5,accuracy,23.878205128205128,5,10%,LabelPropagation_rbf,corpus,text
6,accuracy,50.97549754975497,6,10%,LabelPropagation_rbf,corpus,text
7,accuracy,69.90338164251207,7,10%,LabelPropagation_rbf,corpus,text
8,accuracy,56.7882624861823,8,10%,LabelPropagation_rbf,corpus,text
9,accuracy,53.21590909090909,9,10%,LabelPropagation_rbf,corpus,text
20,accuracy,61.53939393939394,0,50%,LabelPropagation_rbf,corpus,text
21,accuracy,24.84507042253521,1,50%,LabelPropagation_rbf,corpus,text
22,accuracy,42.57627118644068,2,50%,LabelPropagation_rbf,corpus,text
23,accuracy,32.55913978494623,3,50%,LabelPropagation_rbf,corpus,text
24,accuracy,25.007092198581553,4,50%,LabelPropagation_rbf,corpus,text
25,accuracy,58.96306676008407,5,50%,LabelPropagation_rbf,corpus,text
26,accuracy,54.59679048367187,6,50%,LabelPropagation_rbf,corpus,text
27,accuracy,31.020702070207022,7,50%,LabelPropagation_rbf,corpus,text
28,accuracy,35.714285714285715,8,50%,LabelPropagation_rbf,corpus,text
29,accuracy,46.56677115987461,9,50%,LabelPropagation_rbf,corpus,text
0,accuracy,34.40748440748441,0,10%,LabelSpreading_knn,corpus,text
1,accuracy,24.84507042253521,1,10%,LabelSpreading_knn,corpus,text
2,accuracy,31.13513513513514,2,10%,LabelSpreading_knn,corpus,text
3,accuracy,73.33770062233869,3,10%,LabelSpreading_knn,corpus,text
4,accuracy,53.56372482767944,4,10%,LabelSpreading_knn,corpus,text
5,accuracy,35.517831293591264,5,10%,LabelSpreading_knn,corpus,text
6,accuracy,30.693877551020414,6,10%,LabelSpreading_knn,corpus,text
7,accuracy,29.33333333333333,7,10%,LabelSpreading_knn,corpus,text
8,accuracy,35.517831293591264,8,10%,LabelSpreading_knn,corpus,text
9,accuracy,34.450331125827816,9,10%,LabelSpreading_knn,corpus,text
20,accuracy,32.228187919463075,0,50%,LabelSpreading_knn,corpus,text
21,accuracy,24.84507042253521,1,50%,LabelSpreading_knn,corpus,text
22,accuracy,31.13513513513514,2,50%,LabelSpreading_knn,corpus,text
23,accuracy,37.870129870129865,3,50%,LabelSpreading_knn,corpus,text
24,accuracy,41.388535031847134,4,50%,LabelSpreading_knn,corpus,text
25,accuracy,33.33333333333333,5,50%,LabelSpreading_knn,corpus,text
26,accuracy,31.13513513513514,6,50%,LabelSpreading_knn,corpus,text
27,accuracy,31.13513513513514,7,50%,LabelSpreading_knn,corpus,text
28,accuracy,33.33333333333333,8,50%,LabelSpreading_knn,corpus,text
29,accuracy,34.450331125827816,9,50%,LabelSpreading_knn,corpus,text
0,accuracy,46.813586574213645,0,10%,LabelSpreading_rbf,corpus,text
1,accuracy,21.31343283582089,1,10%,LabelSpreading_rbf,corpus,text
2,accuracy,66.02427637721755,2,10%,LabelSpreading_rbf,corpus,text
3,accuracy,77.71658615136876,3,10%,LabelSpreading_rbf,corpus,text
4,accuracy,25.86013986013986,4,10%,LabelSpreading_rbf,corpus,text
5,accuracy,54.13333333333333,5,10%,LabelSpreading_rbf,corpus,text
6,accuracy,51.178035178035174,6,10%,LabelSpreading_rbf,corpus,text
7,accuracy,82.96412420862225,7,10%,LabelSpreading_rbf,corpus,text
8,accuracy,35.41666666666667,8,10%,LabelSpreading_rbf,corpus,text
9,accuracy,66.1391304347826,9,10%,LabelSpreading_rbf,corpus,text
20,accuracy,34.450331125827816,0,50%,LabelSpreading_rbf,corpus,text
21,accuracy,24.84507042253521,1,50%,LabelSpreading_rbf,corpus,text
22,accuracy,50.8,2,50%,LabelSpreading_rbf,corpus,text
23,accuracy,27.741935483870968,3,50%,LabelSpreading_rbf,corpus,text
24,accuracy,34.07972638282818,4,50%,LabelSpreading_rbf,corpus,text
25,accuracy,33.33333333333333,5,50%,LabelSpreading_rbf,corpus,text
26,accuracy,35.57894736842105,6,50%,LabelSpreading_rbf,corpus,text
27,accuracy,35.57894736842105,7,50%,LabelSpreading_rbf,corpus,text
28,accuracy,33.33333333333333,8,50%,LabelSpreading_rbf,corpus,text
29,accuracy,52.53090029236818,9,50%,LabelSpreading_rbf,corpus,text
0,accuracy,24.27286285981938,0,10%,LabelPropagation_knn,20news,text
1,accuracy,24.211171740307012,1,10%,LabelPropagation_knn,20news,text
2,accuracy,22.17478818136759,2,10%,LabelPropagation_knn,20news,text
3,accuracy,22.905735713557892,3,10%,LabelPropagation_knn,20news,text
4,accuracy,20.67169777441946,4,10%,LabelPropagation_knn,20news,text
5,accuracy,30.98280937161768,5,10%,LabelPropagation_knn,20news,text
6,accuracy,18.99325162768412,6,10%,LabelPropagation_knn,20news,text
7,accuracy,32.54661929853746,7,10%,LabelPropagation_knn,20news,text
8,accuracy,18.909468629650355,8,10%,LabelPropagation_knn,20news,text
9,accuracy,21.22054618453173,9,10%,LabelPropagation_knn,20news,text
20,accuracy,9.362934362934363,0,50%,LabelPropagation_knn,20news,text
21,accuracy,8.171259978488893,1,50%,LabelPropagation_knn,20news,text
22,accuracy,9.003473019377592,2,50%,LabelPropagation_knn,20news,text
23,accuracy,8.852074720338193,3,50%,LabelPropagation_knn,20news,text
24,accuracy,6.757007984001849,4,50%,LabelPropagation_knn,20news,text
25,accuracy,10.945611334716396,5,50%,LabelPropagation_knn,20news,text
26,accuracy,8.350848109884256,6,50%,LabelPropagation_knn,20news,text
27,accuracy,9.789240558471327,7,50%,LabelPropagation_knn,20news,text
28,accuracy,8.190301622998412,8,50%,LabelPropagation_knn,20news,text
29,accuracy,9.003473019377592,9,50%,LabelPropagation_knn,20news,text
0,accuracy,27.31108028649688,0,10%,LabelPropagation_rbf,20news,text
1,accuracy,28.391548267404985,1,10%,LabelPropagation_rbf,20news,text
2,accuracy,26.136493609652828,2,10%,LabelPropagation_rbf,20news,text
3,accuracy,25.696912719880423,3,10%,LabelPropagation_rbf,20news,text
4,accuracy,31.48237001720012,4,10%,LabelPropagation_rbf,20news,text
5,accuracy,30.813710425781004,5,10%,LabelPropagation_rbf,20news,text
6,accuracy,22.46615673941316,6,10%,LabelPropagation_rbf,20news,text
7,accuracy,29.294900803136212,7,10%,LabelPropagation_rbf,20news,text
8,accuracy,23.62721312166009,8,10%,LabelPropagation_rbf,20news,text
9,accuracy,25.778883522952672,9,10%,LabelPropagation_rbf,20news,text
20,accuracy,16.111778634464656,0,50%,LabelPropagation_rbf,20news,text
21,accuracy,22.95644976967463,1,50%,LabelPropagation_rbf,20news,text
22,accuracy,19.86387551919698,2,50%,LabelPropagation_rbf,20news,text
23,accuracy,17.901831903691736,3,50%,LabelPropagation_rbf,20news,text
24,accuracy,24.47815337755405,4,50%,LabelPropagation_rbf,20news,text
25,accuracy,25.532149750864164,5,50%,LabelPropagation_rbf,20news,text
26,accuracy,19.760146671027513,6,50%,LabelPropagation_rbf,20news,text
27,accuracy,27.237198446298407,7,50%,LabelPropagation_rbf,20news,text
28,accuracy,23.71822450472623,8,50%,LabelPropagation_rbf,20news,text
29,accuracy,31.29425913307693,9,50%,LabelPropagation_rbf,20news,text
0,accuracy,24.27286285981938,0,10%,LabelSpreading_knn,20news,text
1,accuracy,24.211171740307012,1,10%,LabelSpreading_knn,20news,text
2,accuracy,22.17478818136759,2,10%,LabelSpreading_knn,20news,text
3,accuracy,22.905735713557892,3,10%,LabelSpreading_knn,20news,text
4,accuracy,20.67169777441946,4,10%,LabelSpreading_knn,20news,text
5,accuracy,30.98280937161768,5,10%,LabelSpreading_knn,20news,text
6,accuracy,18.99325162768412,6,10%,LabelSpreading_knn,20news,text
7,accuracy,32.54661929853746,7,10%,LabelSpreading_knn,20news,text
8,accuracy,18.909468629650355,8,10%,LabelSpreading_knn,20news,text
9,accuracy,21.22054618453173,9,10%,LabelSpreading_knn,20news,text
20,accuracy,9.362934362934363,0,50%,LabelSpreading_knn,20news,text
21,accuracy,8.171259978488893,1,50%,LabelSpreading_knn,20news,text
22,accuracy,9.003473019377592,2,50%,LabelSpreading_knn,20news,text
23,accuracy,8.852074720338193,3,50%,LabelSpreading_knn,20news,text
24,accuracy,6.757007984001849,4,50%,LabelSpreading_knn,20news,text
25,accuracy,10.945611334716396,5,50%,LabelSpreading_knn,20news,text
26,accuracy,8.350848109884256,6,50%,LabelSpreading_knn,20news,text
27,accuracy,9.789240558471327,7,50%,LabelSpreading_knn,20news,text
28,accuracy,8.190301622998412,8,50%,LabelSpreading_knn,20news,text
29,accuracy,9.003473019377592,9,50%,LabelSpreading_knn,20news,text
0,accuracy,29.413310315402388,0,10%,LabelSpreading_rbf,20news,text
1,accuracy,27.97249247543613,1,10%,LabelSpreading_rbf,20news,text
2,accuracy,27.951861156791825,2,10%,LabelSpreading_rbf,20news,text
3,accuracy,25.96323832538191,3,10%,LabelSpreading_rbf,20news,text
4,accuracy,33.42599684026467,4,10%,LabelSpreading_rbf,20news,text
5,accuracy,29.029446108694287,5,10%,LabelSpreading_rbf,20news,text
6,accuracy,22.02416189382049,6,10%,LabelSpreading_rbf,20news,text
7,accuracy,29.83728966103633,7,10%,LabelSpreading_rbf,20news,text
8,accuracy,22.556303072795487,8,10%,LabelSpreading_rbf,20news,text
9,accuracy,25.65552113378201,9,10%,LabelSpreading_rbf,20news,text
20,accuracy,18.9842564024482,0,50%,LabelSpreading_rbf,20news,text
21,accuracy,24.91899072389477,1,50%,LabelSpreading_rbf,20news,text
22,accuracy,23.234045963904638,2,50%,LabelSpreading_rbf,20news,text
23,accuracy,20.338873719337727,3,50%,LabelSpreading_rbf,20news,text
24,accuracy,25.126539799508386,4,50%,LabelSpreading_rbf,20news,text
25,accuracy,23.483019961183462,5,50%,LabelSpreading_rbf,20news,text
26,accuracy,21.59637566091964,6,50%,LabelSpreading_rbf,20news,text
27,accuracy,27.17502359267344,7,50%,LabelSpreading_rbf,20news,text
28,accuracy,28.57482377020196,8,50%,LabelSpreading_rbf,20news,text
29,accuracy,29.58023108915005,9,50%,LabelSpreading_rbf,20news,text
0,accuracy,90.230179028133,0,10%,Active_QBC,iris,numeric
1,accuracy,100.0,1,10%,Active_QBC,iris,numeric
2,accuracy,100.0,2,10%,Active_QBC,iris,numeric
3,accuracy,96.65141113653699,3,10%,Active_QBC,iris,numeric
4,accuracy,100.0,4,10%,Active_QBC,iris,numeric
5,accuracy,93.33333333333331,5,10%,Active_QBC,iris,numeric
6,accuracy,93.33333333333331,6,10%,Active_QBC,iris,numeric
7,accuracy,96.72240802675587,7,10%,Active_QBC,iris,numeric
8,accuracy,93.33333333333331,8,10%,Active_QBC,iris,numeric
9,accuracy,96.70531400966185,9,10%,Active_QBC,iris,numeric
10,accuracy,96.73740053050398,0,50%,Active_QBC,iris,numeric
11,accuracy,96.84729064039408,1,50%,Active_QBC,iris,numeric
12,accuracy,96.67356797791581,2,50%,Active_QBC,iris,numeric
13,accuracy,90.28235294117648,3,50%,Active_QBC,iris,numeric
14,accuracy,100.0,4,50%,Active_QBC,iris,numeric
15,accuracy,89.49832775919735,5,50%,Active_QBC,iris,numeric
16,accuracy,100.0,6,50%,Active_QBC,iris,numeric
17,accuracy,96.67973856209149,7,50%,Active_QBC,iris,numeric
18,accuracy,100.0,8,50%,Active_QBC,iris,numeric
19,accuracy,96.65141113653699,9,50%,Active_QBC,iris,numeric
20,accuracy,100.0,0,10%,Active_random,iris,numeric
21,accuracy,96.72240802675587,1,10%,Active_random,iris,numeric
22,accuracy,90.00000000000001,2,10%,Active_random,iris,numeric
23,accuracy,96.61782661782664,3,10%,Active_random,iris,numeric
24,accuracy,96.69265756985055,4,10%,Active_random,iris,numeric
25,accuracy,100.0,5,10%,Active_random,iris,numeric
26,accuracy,96.58896658896658,6,10%,Active_random,iris,numeric
27,accuracy,93.29629629629628,7,10%,Active_random,iris,numeric
28,accuracy,100.0,8,10%,Active_random,iris,numeric
29,accuracy,96.66666666666669,9,10%,Active_random,iris,numeric
30,accuracy,89.63562753036437,0,50%,Active_random,iris,numeric
31,accuracy,100.0,1,50%,Active_random,iris,numeric
32,accuracy,89.94708994708996,2,50%,Active_random,iris,numeric
33,accuracy,93.33333333333331,3,50%,Active_random,iris,numeric
34,accuracy,93.30808080808079,4,50%,Active_random,iris,numeric
35,accuracy,100.0,5,50%,Active_random,iris,numeric
36,accuracy,90.32679738562092,6,50%,Active_random,iris,numeric
37,accuracy,100.0,7,50%,Active_random,iris,numeric
38,accuracy,90.0751879699248,8,50%,Active_random,iris,numeric
39,accuracy,96.70715249662621,9,50%,Active_random,iris,numeric
40,accuracy,100.0,0,10%,Active_uncertainty,iris,numeric
41,accuracy,96.65359477124184,1,10%,Active_uncertainty,iris,numeric
42,accuracy,100.0,2,10%,Active_uncertainty,iris,numeric
43,accuracy,93.41666666666666,3,10%,Active_uncertainty,iris,numeric
44,accuracy,96.63492063492063,4,10%,Active_uncertainty,iris,numeric
45,accuracy,96.66666666666669,5,10%,Active_uncertainty,iris,numeric
46,accuracy,96.63492063492063,6,10%,Active_uncertainty,iris,numeric
47,accuracy,96.69005847953217,7,10%,Active_uncertainty,iris,numeric
48,accuracy,100.0,8,10%,Active_uncertainty,iris,numeric
49,accuracy,96.61728395061728,9,10%,Active_uncertainty,iris,numeric
50,accuracy,96.70715249662621,0,50%,Active_uncertainty,iris,numeric
51,accuracy,93.42592592592592,1,50%,Active_uncertainty,iris,numeric
52,accuracy,100.0,2,50%,Active_uncertainty,iris,numeric
53,accuracy,100.0,3,50%,Active_uncertainty,iris,numeric
54,accuracy,96.60018993352327,4,50%,Active_uncertainty,iris,numeric
55,accuracy,96.692242114237,5,50%,Active_uncertainty,iris,numeric
56,accuracy,100.0,6,50%,Active_uncertainty,iris,numeric
57,accuracy,96.64799253034548,7,50%,Active_uncertainty,iris,numeric
58,accuracy,93.40067340067341,8,50%,Active_uncertainty,iris,numeric
59,accuracy,96.62618083670715,9,50%,Active_uncertainty,iris,numeric
60,accuracy,64.78313253012048,0,10%,Active_QBC,german,numeric
61,accuracy,65.71558212779587,1,10%,Active_QBC,german,numeric
62,accuracy,65.39289261670896,2,10%,Active_QBC,german,numeric
63,accuracy,68.81656804733728,3,10%,Active_QBC,german,numeric
64,accuracy,68.40264998159735,4,10%,Active_QBC,german,numeric
65,accuracy,61.13549582947173,5,10%,Active_QBC,german,numeric
66,accuracy,70.27896664738769,6,10%,Active_QBC,german,numeric
67,accuracy,71.33136094674555,7,10%,Active_QBC,german,numeric
68,accuracy,57.91539910183978,8,10%,Active_QBC,german,numeric
69,accuracy,64.03954802259886,9,10%,Active_QBC,german,numeric
70,accuracy,66.58099964551579,0,50%,Active_QBC,german,numeric
71,accuracy,65.85970263057568,1,50%,Active_QBC,german,numeric
72,accuracy,60.23573200992556,2,50%,Active_QBC,german,numeric
73,accuracy,57.493990384615394,3,50%,Active_QBC,german,numeric
74,accuracy,63.385939741750356,4,50%,Active_QBC,german,numeric
75,accuracy,67.46093749999999,5,50%,Active_QBC,german,numeric
76,accuracy,59.64497041420118,6,50%,Active_QBC,german,numeric
77,accuracy,63.79022027447815,7,50%,Active_QBC,german,numeric
78,accuracy,66.15752668384248,8,50%,Active_QBC,german,numeric
79,accuracy,72.73623725671919,9,50%,Active_QBC,german,numeric
80,accuracy,57.46921628277561,0,10%,Active_random,german,numeric
81,accuracy,57.46921628277561,1,10%,Active_random,german,numeric
82,accuracy,64.3034384969869,2,10%,Active_random,german,numeric
83,accuracy,66.12168319485393,3,10%,Active_random,german,numeric
84,accuracy,61.897378470726736,4,10%,Active_random,german,numeric
85,accuracy,61.54650006356044,5,10%,Active_random,german,numeric
86,accuracy,64.13588294944225,6,10%,Active_random,german,numeric
87,accuracy,66.03360407708234,7,10%,Active_random,german,numeric
88,accuracy,71.2615212335257,8,10%,Active_random,german,numeric
89,accuracy,64.94015388999715,9,10%,Active_random,german,numeric
90,accuracy,67.20583399501135,0,50%,Active_random,german,numeric
91,accuracy,65.50936726479031,1,50%,Active_random,german,numeric
92,accuracy,68.49393171270238,2,50%,Active_random,german,numeric
93,accuracy,53.99917287014061,3,50%,Active_random,german,numeric
94,accuracy,64.20704355885078,4,50%,Active_random,german,numeric
95,accuracy,63.511922284368545,5,50%,Active_random,german,numeric
96,accuracy,65.17888918748139,6,50%,Active_random,german,numeric
97,accuracy,59.43105936544254,7,50%,Active_random,german,numeric
98,accuracy,62.11272863008583,8,50%,Active_random,german,numeric
99,accuracy,69.82157627318918,9,50%,Active_random,german,numeric
100,accuracy,58.68389423076924,0,10%,Active_uncertainty,german,numeric
101,accuracy,61.702254385181206,1,10%,Active_uncertainty,german,numeric
102,accuracy,68.14303582596266,2,10%,Active_uncertainty,german,numeric
103,accuracy,62.14689265536724,3,10%,Active_uncertainty,german,numeric
104,accuracy,67.09545875810936,4,10%,Active_uncertainty,german,numeric
105,accuracy,65.96429885903568,5,10%,Active_uncertainty,german,numeric
106,accuracy,63.70808678500986,6,10%,Active_uncertainty,german,numeric
107,accuracy,57.2614977015919,7,10%,Active_uncertainty,german,numeric
108,accuracy,63.80489739268364,8,10%,Active_uncertainty,german,numeric
109,accuracy,62.26562499999999,9,10%,Active_uncertainty,german,numeric
110,accuracy,63.97536057692307,0,50%,Active_uncertainty,german,numeric
111,accuracy,56.37628669462449,1,50%,Active_uncertainty,german,numeric
112,accuracy,63.210797970614976,2,50%,Active_uncertainty,german,numeric
113,accuracy,56.46802594995366,3,50%,Active_uncertainty,german,numeric
114,accuracy,58.5701575532901,4,50%,Active_uncertainty,german,numeric
115,accuracy,67.0602290005275,5,50%,Active_uncertainty,german,numeric
116,accuracy,64.53498809663192,6,50%,Active_uncertainty,german,numeric
117,accuracy,67.60207511209876,7,50%,Active_uncertainty,german,numeric
118,accuracy,69.28115305359933,8,50%,Active_uncertainty,german,numeric
119,accuracy,60.9101170956841,9,50%,Active_uncertainty,german,numeric
120,accuracy,94.43961352657007,0,10%,Active_QBC,wine,numeric
121,accuracy,91.63650830317495,1,10%,Active_QBC,wine,numeric
122,accuracy,94.44444444444444,2,10%,Active_QBC,wine,numeric
123,accuracy,94.3456790123457,3,10%,Active_QBC,wine,numeric
124,accuracy,97.28425696167629,4,10%,Active_QBC,wine,numeric
125,accuracy,89.13299663299664,5,10%,Active_QBC,wine,numeric
126,accuracy,94.41223832528179,6,10%,Active_QBC,wine,numeric
127,accuracy,97.2257698311338,7,10%,Active_QBC,wine,numeric
128,accuracy,91.50609354413704,8,10%,Active_QBC,wine,numeric
129,accuracy,97.1717171717172,9,10%,Active_QBC,wine,numeric
130,accuracy,94.3791714216551,0,50%,Active_QBC,wine,numeric
131,accuracy,94.45210727969351,1,50%,Active_QBC,wine,numeric
132,accuracy,97.2222222222222,2,50%,Active_QBC,wine,numeric
133,accuracy,94.46225071225071,3,50%,Active_QBC,wine,numeric
134,accuracy,91.6073562041304,4,50%,Active_QBC,wine,numeric
135,accuracy,94.47058823529413,5,50%,Active_QBC,wine,numeric
136,accuracy,91.66666666666666,6,50%,Active_QBC,wine,numeric
137,accuracy,94.55998389694042,7,50%,Active_QBC,wine,numeric
138,accuracy,97.21327607801037,8,50%,Active_QBC,wine,numeric
139,accuracy,97.2474289171204,9,50%,Active_QBC,wine,numeric
140,accuracy,94.19381787802841,0,10%,Active_random,wine,numeric
141,accuracy,97.2222222222222,1,10%,Active_random,wine,numeric
142,accuracy,91.63982823403116,2,10%,Active_random,wine,numeric
143,accuracy,91.70448445810764,3,10%,Active_random,wine,numeric
144,accuracy,100.0,4,10%,Active_random,wine,numeric
145,accuracy,94.49074074074076,5,10%,Active_random,wine,numeric
146,accuracy,94.44444444444444,6,10%,Active_random,wine,numeric
147,accuracy,94.41964285714286,7,10%,Active_random,wine,numeric
148,accuracy,88.94273618538324,8,10%,Active_random,wine,numeric
149,accuracy,100.0,9,10%,Active_random,wine,numeric
150,accuracy,94.38034188034187,0,50%,Active_random,wine,numeric
151,accuracy,100.0,1,50%,Active_random,wine,numeric
152,accuracy,94.33946517675173,2,50%,Active_random,wine,numeric
153,accuracy,97.2222222222222,3,50%,Active_random,wine,numeric
154,accuracy,94.53642653642653,4,50%,Active_random,wine,numeric
155,accuracy,94.3771043771044,5,50%,Active_random,wine,numeric
156,accuracy,97.15292215292213,6,50%,Active_random,wine,numeric
157,accuracy,100.0,7,50%,Active_random,wine,numeric
158,accuracy,97.19607843137257,8,50%,Active_random,wine,numeric
159,accuracy,97.2222222222222,9,50%,Active_random,wine,numeric
160,accuracy,97.19576719576722,0,10%,Active_uncertainty,wine,numeric
161,accuracy,94.33006535947712,1,10%,Active_uncertainty,wine,numeric
162,accuracy,91.67226292226292,2,10%,Active_uncertainty,wine,numeric
163,accuracy,97.2633744855967,3,10%,Active_uncertainty,wine,numeric
164,accuracy,100.0,4,10%,Active_uncertainty,wine,numeric
165,accuracy,94.41798941798945,5,10%,Active_uncertainty,wine,numeric
166,accuracy,100.0,6,10%,Active_uncertainty,wine,numeric
167,accuracy,100.0,7,10%,Active_uncertainty,wine,numeric
168,accuracy,91.57088122605364,8,10%,Active_uncertainty,wine,numeric
